"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Mar 15 22:16:24 EET 2022","Tue Mar 15 22:16:30 EET 2022","6332","","Registration > Step 1","","Registration > Step 1","#29 User can successfully enter email address with uppercase letters.","#29 User can successfully enter email address with uppercase letters.",""
"failed","Tue Mar 15 22:06:01 EET 2022","Tue Mar 15 22:06:27 EET 2022","25328","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","#26 User can click DEPOSIT CTA for deposit bonus and open deposit bonus modal with displaying all sections.","#26 User can click DEPOSIT CTA for deposit bonus and open deposit bonus modal with displaying all sections.",""
"passed","Tue Mar 15 21:57:47 EET 2022","Tue Mar 15 21:57:59 EET 2022","11891","","Registration > Step 4","","Registration > Step 4","#06 User can opt in to receive Post marketing preferences.","#06 User can opt in to receive Post marketing preferences.",""
"passed","Tue Mar 15 21:47:34 EET 2022","Tue Mar 15 21:48:05 EET 2022","30999","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#2 Player can close the 'Time Limit' modal.","#2 Player can close the 'Time Limit' modal.",""
"failed","Tue Mar 15 22:00:55 EET 2022","Tue Mar 15 22:01:21 EET 2022","26066","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","#14 All main sections for card are displayed for CLAIM bonus.","#14 All main sections for card are displayed for CLAIM bonus.",""
"failed","Tue Mar 15 22:15:54 EET 2022","Tue Mar 15 22:16:01 EET 2022","6685","","Registration > Step 1","","Registration > Step 1","#11 User can successfully enter email address with a combination of valid symbols, numbers and letters.","#11 User can successfully enter email address with a combination of valid symbols, numbers and letters.",""
"passed","Tue Mar 15 21:44:55 EET 2022","Tue Mar 15 21:45:22 EET 2022","27739","","Homepage","","Homepage","#10 User is displayed with a shortened balance in the preview section when balance exceeds 9999 (five figure balance)","#10 User is displayed with a shortened balance in the preview section when balance exceeds 9999 (five figure balance)",""
"failed","Tue Mar 15 22:12:44 EET 2022","Tue Mar 15 22:13:08 EET 2022","24306","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#5 Player cannot continue with 'Self Exclusion' if a duration is not selected.","#5 Player cannot continue with 'Self Exclusion' if a duration is not selected.",""
"failed","Tue Mar 15 22:16:45 EET 2022","Tue Mar 15 22:17:09 EET 2022","23273","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#17 Player can press 'BACK' for confirmating modal after chosen for 6 months 'Self Exclusion' and should return to previous step.","#17 Player can press 'BACK' for confirmating modal after chosen for 6 months 'Self Exclusion' and should return to previous step.",""
"passed","Tue Mar 15 22:18:00 EET 2022","Tue Mar 15 22:18:19 EET 2022","19721","","UnsubscribePage","","UnsubscribePage","#2 User can click on ‘I’ve changed my mind’ button and go to home page.","#2 User can click on ‘I’ve changed my mind’ button and go to home page.",""
"passed","Tue Mar 15 22:12:36 EET 2022","Tue Mar 15 22:12:45 EET 2022","9071","","Home => Terms & Conditions","","Home => Terms & Conditions","#18 User can see the Anti-Money Laundering section on terms and conditions page","#18 User can see the Anti-Money Laundering section on terms and conditions page",""
"passed","Tue Mar 15 22:10:50 EET 2022","Tue Mar 15 22:10:53 EET 2022","2121","","404 error page functionality testing.","","404 error page functionality testing.","#3 Player can click ""Logo"" button and after that it will redirect to Home page.","#3 Player can click ""Logo"" button and after that it will redirect to Home page.",""
"passed","Tue Mar 15 22:12:57 EET 2022","Tue Mar 15 22:13:09 EET 2022","11844","","Landing Page/Welcome Games page","","Landing Page/Welcome Games page","#7 User can come to the ""Be Gambling Aware"" site from the Welcome Games page","#7 User can come to the ""Be Gambling Aware"" site from the Welcome Games page",""
"failed","Tue Mar 15 22:13:14 EET 2022","Tue Mar 15 22:13:37 EET 2022","23188","","My Account -> Deposit","","My Account -> Deposit","#6 Check user is able to select PayPal payment method and is provided with the correct information for this payment method","#6 Check user is able to select PayPal payment method and is provided with the correct information for this payment method",""
"failed","Tue Mar 15 21:55:17 EET 2022","Tue Mar 15 21:55:46 EET 2022","29112","","Promotions functionality testing. Promotions functionality for authenticated user Blocks of promotions","","Promotions functionality testing. Promotions functionality for authenticated user Blocks of promotions","#2 All active promotions cards are displayed.","#2 All active promotions cards are displayed.",""
"passed","Tue Mar 15 21:51:50 EET 2022","Tue Mar 15 21:52:16 EET 2022","26089","","My Profile > Personal Details","","My Profile > Personal Details","#01 Player can view their personal details.","#01 Player can view their personal details.",""
"passed","Tue Mar 15 22:20:23 EET 2022","Tue Mar 15 22:20:40 EET 2022","16752","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#19 Player can open 'History' modal.","#19 Player can open 'History' modal.",""
"failed","Tue Mar 15 22:12:17 EET 2022","Tue Mar 15 22:12:40 EET 2022","23070","","My Account -> Deposit","","My Account -> Deposit","#4 Check user is able to select Instant Bank Transfer and is provided with the correct information for this payment method","#4 Check user is able to select Instant Bank Transfer and is provided with the correct information for this payment method",""
"failed","Tue Mar 15 21:59:58 EET 2022","Tue Mar 15 22:00:30 EET 2022","32269","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","#12 All main sections for card are displayed for OPT IN bonus.","#12 All main sections for card are displayed for OPT IN bonus.",""
"failed","Tue Mar 15 22:15:00 EET 2022","Tue Mar 15 22:15:09 EET 2022","9025","","Landing Page/Welcome Casino page","","Landing Page/Welcome Casino page","#9 User can come to the Terms & Conditions page from the Welcome Casino page","#9 User can come to the Terms & Conditions page from the Welcome Casino page",""
"passed","Tue Mar 15 21:41:08 EET 2022","Tue Mar 15 21:41:42 EET 2022","34848","","Homepage","","Homepage","#1 Player can navigate to the registration page via the 'Join'.","#1 Player can navigate to the registration page via the 'Join'.",""
"failed","Tue Mar 15 22:13:31 EET 2022","Tue Mar 15 22:13:54 EET 2022","22591","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#8 Player can choose 12 months option for 'Self Exclusion' and this option should be selected.","#8 Player can choose 12 months option for 'Self Exclusion' and this option should be selected.",""
"passed","Tue Mar 15 21:56:51 EET 2022","Tue Mar 15 21:57:02 EET 2022","11425","","Registration > Step 2","","Registration > Step 2","#01 User is displayed the correct content and input fields for Step 2.","#01 User is displayed the correct content and input fields for Step 2.",""
"passed","Tue Mar 15 22:19:20 EET 2022","Tue Mar 15 22:19:31 EET 2022","11541","","Registration > Step 3","","Registration > Step 3","#11 User cannot enter invalid characters into the Post Code field.","#11 User cannot enter invalid characters into the Post Code field.",""
"failed","Tue Mar 15 22:18:10 EET 2022","Tue Mar 15 22:18:30 EET 2022","20133","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#5 Player can edit their preferences and select just the email toggle, which upon saving updates the account area accordingly","#5 Player can edit their preferences and select just the email toggle, which upon saving updates the account area accordingly",""
"failed","Tue Mar 15 22:19:25 EET 2022","Tue Mar 15 22:19:42 EET 2022","17091","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#9 Player can unselect all preferences using the select all toggle (select all toggle already active), which upon saving updates the account area accordingly","#9 Player can unselect all preferences using the select all toggle (select all toggle already active), which upon saving updates the account area accordingly",""
"passed","Tue Mar 15 21:41:32 EET 2022","Tue Mar 15 21:41:51 EET 2022","18975","","Inbox functionality testing","","Inbox functionality testing","#1 Unread message count is present on Inbox navigation bar icon if player has unread messages","#1 Unread message count is present on Inbox navigation bar icon if player has unread messages",""
"passed","Tue Mar 15 21:43:27 EET 2022","Tue Mar 15 21:43:40 EET 2022","12915","","Log In","","Log In","#02 Email Address is a mandatory field.","#02 Email Address is a mandatory field.",""
"passed","Tue Mar 15 22:16:39 EET 2022","Tue Mar 15 22:17:04 EET 2022","24654","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#7 Player can open the Deposit Limits Delete modal on delete icon click.","#7 Player can open the Deposit Limits Delete modal on delete icon click.",""
"passed","Tue Mar 15 22:17:03 EET 2022","Tue Mar 15 22:17:30 EET 2022","27680","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#7 User can open the Loss Limits Delete modal on edit icon click and click on edit icon in the input field ","#7 User can open the Loss Limits Delete modal on edit icon click and click on edit icon in the input field ",""
"passed","Tue Mar 15 21:45:20 EET 2022","Tue Mar 15 21:45:37 EET 2022","17351","","Inbox functionality testing","","Inbox functionality testing","#12 Player with less than 15 messages should not be able to view more","#12 Player with less than 15 messages should not be able to view more",""
"passed","Tue Mar 15 22:10:20 EET 2022","Tue Mar 15 22:10:29 EET 2022","8981","","Expired Link Error","","Expired Link Error","#1 Expired Link Error page is displayed","#1 Expired Link Error page is displayed",""
"passed","Tue Mar 15 21:55:37 EET 2022","Tue Mar 15 21:55:50 EET 2022","12923","","Recover Password","","Recover Password","#03 Player cannot enter an invaild email address.","#03 Player cannot enter an invaild email address.",""
"failed","Tue Mar 15 22:15:14 EET 2022","Tue Mar 15 22:15:34 EET 2022","20244","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#13 Player can continue with chosen 3 weeks option to 'Take A Break' and confirming modal should display.","#13 Player can continue with chosen 3 weeks option to 'Take A Break' and confirming modal should display.",""
